customer_id,full_name,nif,phone,address,id_verified,total_rentals,avg_return_days,late_returns,churn_risk_score,join_date,still_active
36,Diogo Machado,317445776,+351967124261,"Largo de Correia, 7, 1633-390 Vila Nova de Santo André",1,2,13.5,0,0.357,2023-12-04,1
37,Beatriz Valente,626367850,(351) 924 284 153,"Travessa Carminho Abreu, S/N, 3342-775 Elvas",1,6,22.2,0,0.111,2022-01-26,1
38,Miriam Magalhães,897747594,(351) 931 062 331,"Avenida de Gustavo Eiffel, 11, 5804-950 Tarouca",1,0,,0,0.353,2024-05-08,1
39,Lúcia Ferreira,348529537,(351) 962542069,"Rua Vera Barros, S/N, 7297-146 Porto Santo",1,2,18.5,1,0.699,2024-02-01,1
40,Rafaela Pires,403767687,968281587,"Travessa Guerreiro, 16, 9309-389 Aveiro",1,1,13.0,1,0.784,2024-11-05,1
41,Ângela Magalhães-Lopes,420767514,(351) 969256867,"Av de Pinto, 8, 6820-774 Évora",1,7,12.7,1,0.401,2022-04-24,1
42,Matilde Vieira-Miranda,534115733,931910576,"Praça Mário Ruivo, S/N, 3755-978 Tomar",0,4,11.2,0,0.355,2023-04-02,1
43,Renata Correia,900094065,(351) 925 554 209,"R. de Moradias Populares do Eng.º Machado Vaz, 52, 7486-550 Vale de Cambra",1,1,6.0,0,0.171,2023-03-23,1
44,Amélia Torres,823445385,927 884 373,"R. do Báltico, 54, 5919-010 Fundão",1,1,13.0,0,0.196,2023-11-23,1
45,Frederico Sá,653523266,(351) 917 480 699,"Av dos Pinheiros, 6, 7264-475 Abrantes",1,2,12.0,0,0.304,2024-09-16,1
46,Xavier da Moura,004709110,(351) 920 727 151,"Travessa Leite, 61, 5059-790 Faro",1,3,11.7,0,0.347,2022-12-24,1
47,Débora Matias,495611998,+351294590908,"Largo Gaspar Abreu, 44, 2204-030 Lourosa",1,2,15.0,0,0.177,2022-12-02,1
48,Letícia Brito,651181583,(351) 931 317 015,"Largo Azevedo, S/N, 7626-054 Quarteira",1,1,90.0,0,0.176,2022-06-08,1
49,Núria da Matias,746614477,(351) 969744890,"Rua do Regado, 6, 4627-891 Gondomar",1,3,36.0,0,0.179,2022-04-20,1
50,Ariana Teixeira-Batista,186870479,(351) 911692213,"Travessa do Borratém, 3, 7896-191 Cantanhede",1,2,2.5,0,0.331,2023-10-09,1
51,Vítor Reis,682905256,(351) 934 193 755,"Largo Sofia Faria, 25, 2120-325 Castelo Branco",1,1,2.0,0,0.383,2023-12-01,1
52,Gaspar Nunes,995089142,(351) 962 223 067,"Alameda de Valente, 53, 2647-953 Aveiro",1,5,12.2,1,0.242,2022-06-18,1
53,Anita Esteves,302927640,925461245,"Alameda David Amorim, 34, 6922-870 Almeirim",1,1,26.0,0,0.04,2023-12-11,1
54,Adriana Rodrigues,739862214,930 738 876,"Praça de Valente, 980, 1163-402 Santarém",0,1,18.0,0,0.037,2023-07-26,1
55,Beatriz Neto,131866047,(351) 915386259,"Rua Tristão da Silva, 90, 4823-519 Anadia",1,1,18.0,0,0.323,2024-10-04,1
56,Gabriel do Oliveira,338914785,(351) 231869025,"Rua Ramos, 3, 4320-727 Ponte de Sor",1,2,15.5,0,0.385,2023-11-02,1
57,Filipa Miranda,744203594,(351) 922 394 423,"Travessa Vera Mendes, S/N, 5945-955 Fiães",1,1,7.0,0,0.192,2024-04-24,1
58,Andreia Moreira-Cardoso,023873518,(351) 911307226,"R. Alves, S/N, 6636-365 São Salvador de Lordelo",1,2,11.0,0,0.049,2023-09-01,1
59,Tatiana Maia,664774131,(351) 969 044 398,"Travessa de Campos, 17, 2846-232 Sintra",1,3,11.3,0,0.319,2022-07-28,1
60,Bianca de Borges,518302585,(351) 279 078 757,"Travessa das Carquejeiras, 461, 4001-062 Esposende",1,2,16.5,1,0.624,2023-01-26,1
61,Salomé-Patrícia Lopes,658153988,927 686 929,"Largo de Henriques, 73, 8663-558 Vila Real de Santo António",1,2,55.5,0,0.134,2023-07-10,1
62,Raquel Cruz,217895599,963 054 117,"R. de Luiz I, 54, 8672-552 Esposende",0,3,36.3,0,0.21,2022-11-14,1
63,Rui Carvalho,984128655,960 014 005,"Largo de Baptista, 30, 5521-261 Esposende",1,4,16.5,0,0.217,2023-09-01,1
64,Nuno Pinto,167592383,(351) 910 900 921,"R. Alexandra Baptista, 50, 4899-801 Peso da Régua",1,2,7.0,1,0.355,2023-11-16,1
65,Tiago Simões,193489180,966957481,"Largo Alice Monteiro, 72, 2242-210 Amarante",1,2,38.5,1,0.384,2023-07-24,1
66,Matilde Nogueira,381463429,+351930530005,"Avenida Mário Anjos, 2, 6156-717 Alverca do Ribatejo",1,4,33.0,1,0.442,2022-12-20,1
67,Artur Barros,242195973,(351) 245 929 398,"Travessa de Alves, 7, 3486-583 Ermesinde",1,2,5.0,0,0.324,2022-03-11,1
68,Carolina Mota,091218527,(351) 962592475,"Travessa Maia, 8, 7139-208 Penafiel",1,4,38.5,1,0.185,2022-01-20,1
69,Raquel Ramos-Vaz,411461331,(351) 935397545,"Alameda de Moreira, 5, 1245-541 Silves",1,1,16.0,0,0.187,2023-08-30,1
70,Manuel do Faria,553015303,(351) 965 483 102,"Largo Sebastião Gaspar, S/N, 9050-082 Montemor-o-Novo",0,1,40.0,1,0.62,2023-07-10,1
71,Nelson Miranda,440778110,(351) 927 088 281,"Avenida do Conselho da Europa, S/N, 5604-764 Rebordosa",1,0,,0,0.018,2023-08-03,1
72,César do Barbosa,659845576,(351) 967595854,"Praça Lucas Loureiro, 75, 1229-520 Covilhã",1,2,18.5,1,0.318,2024-05-21,1
73,Camila Pires,634541829,(351) 912252038,"R. das Necessidades, 715, 5613-750 Ponta Delgada",1,1,4.0,0,0.016,2023-01-31,1
74,Gabriela Gomes-Teixeira,269945206,(351) 967 172 499,"Travessa Martim Barbosa, 3, 8818-709 Viana do Castelo",1,2,19.5,1,0.678,2022-11-07,1
75,Andreia Magalhães-Cardoso,191061669,(351) 227644457,"Travessa do Bicalho, 51, 7139-484 Fiães",0,3,37.7,1,0.439,2023-03-03,1
76,Igor Lopes,082242168,932 912 123,"Rua de Assunção, 19, 6460-392 Agualva-Cacém",1,1,10.0,0,0.369,2024-07-23,1
77,Luísa Torres-Correia,822175626,(351) 235 554 485,"Largo de Ulisses, 59, 2998-122 Guimarães",1,1,9.0,0,0.202,2024-09-12,1
78,Bryan Anjos,962083479,(351) 249 542 518,"Av Araújo, 6, 1422-692 Gafanha da Nazaré",1,0,,0,0.121,2024-01-19,1
79,Ricardo Lopes,100593257,938 534 894,"Largo de Sousa, 28, 6161-884 Tavira",1,4,10.8,0,0.258,2022-11-25,1
80,Victória Matos,287032200,930537695,"Praça de Matos, 68, 7388-217 Guimarães",1,4,14.2,1,0.424,2022-12-10,1
81,Ema Simões,748597243,(351) 926 401 981,"Praça Jorge Luis Borges, 8, 2434-108 Miranda do Douro",1,0,,0,0.318,2024-10-31,1
82,Sara de Pinto,129514520,(351) 969 420 551,"Av Leonardo Rodrigues, 32, 7133-460 Valongo",1,3,27.3,1,0.261,2023-08-10,1
83,Renato Ramos-Barros,802860604,(351) 917 727 172,"Largo Leandro Ribeiro, 95, 6316-213 Trancoso",1,2,38.5,0,0.08,2023-04-08,1
84,Rodrigo de Tavares,224065474,(351) 925621523,"Av de Ulisses, 6, 2206-559 Moura",1,2,12.5,0,0.052,2024-08-29,1
85,Diego Vicente,695090418,(351) 932 975 461,"Praça de Matias, 579, 7108-743 Valongo",1,3,34.7,0,0.077,2023-03-27,1
86,Júlia Cardoso,985664301,225089455,"Praça Edgar Borges, 84, 8109-517 Covilhã",1,2,13.0,0,0.336,2023-02-17,1
87,Emma Reis,556238878,(351) 286 433 064,"Largo Barros, 35, 4117-678 Esposende",1,5,19.6,0,0.251,2023-06-17,1
88,Emma-Mafalda Fonseca,876569931,(351) 203 505 518,"Alameda de Azevedo, 60, 7081-072 Paredes",1,2,14.0,0,0.305,2022-08-17,1
89,Jaime Santos,062290113,(351) 966632600,"Praça da Feiteira, 6, 3355-109 Cartaxo",1,1,2.0,0,0.185,2024-01-15,1
90,Kévim Antunes,047947199,(351) 911290941,"Alameda de Silva, 3, 3841-276 Porto",0,1,22.0,0,0.245,2022-08-25,1
91,Álvaro Cunha,803514895,(351) 917 348 652,"Av de Macedo, 8, 8303-062 Esposende",1,1,22.0,0,0.193,2023-09-15,1
92,Miguel Anjos,829441914,(351) 258386609,"Largo Isabela Magalhães, 4, 1572-073 Castelo Branco",1,3,8.3,2,0.511,2022-07-21,1
93,Soraia Carneiro,905347283,(351) 918 731 788,"Largo Garcia, 15, 9810-306 Matosinhos",1,2,9.5,1,0.519,2022-10-28,1
94,Maria Moura,167309532,925423998,"Av Neto, 62, 6182-505 Albufeira",1,2,7.5,0,0.167,2023-09-10,1
95,Bruna Nunes,670848868,(351) 924719866,"Avenida de Miranda, 50, 4150-774 Porto Santo",1,1,5.0,0,0.213,2023-09-06,1
96,Lucas Freitas-Alves,656292582,+351913743301,"Alameda de Matos, 94, 9901-193 Câmara de Lobos",1,2,73.5,0,0.177,2024-04-22,1
97,Afonso Coelho,282801832,913383297,"Alameda da Fonte da Moura, 85, 9830-337 Mangualde",1,1,6.0,0,0.195,2024-06-13,1
98,Ismael Campos,306885684,(351) 912805805,"Alameda de Azevedo, S/N, 5304-628 Paredes",1,1,7.0,0,0.245,2023-01-17,1
99,Mara Loureiro,676780964,961085625,"Largo Ana Anjos, 17, 8047-550 Miranda do Douro",1,3,1.7,0,0.024,2022-07-11,1
100,Mara Pires,837449597,(351) 924136806,"Travessa Miriam Figueiredo, S/N, 4707-572 Elvas",1,1,6.0,0,0.178,2024-06-09,1
101,Denis Magalhães,135317555,(351) 922 649 746,"R. Coelho, 40, 6487-596 Esposende",1,0,,0,0.036,2023-01-04,1
102,Rafael Baptista,289748741,(351) 912 397 453,"Largo Constança Araújo, S/N, 8445-991 Montemor-o-Novo",1,2,26.5,0,0.053,2022-01-16,1
103,Lisandro Paiva,148626751,(351) 924 220 260,"Avenida Novo (à Travessa das Águas Boas), 71, 6259-399 Caniço",1,5,14.0,1,0.246,2022-07-22,1
104,Gabriela Assunção,199764534,+351967016695,"R. Soares, 67, 8655-376 Marinha Grande",1,1,12.0,0,0.372,2024-10-21,1
105,Eduarda-Bruna Leal,551564196,282 555 385,"R. Carvalho, 58, 1368-376 Peniche",1,4,13.8,2,0.576,2022-11-04,1
106,Renata Guerreiro,963009358,(351) 216 853 041,"Avenida Teófilo Ferreira, 84, 1896-948 Matosinhos",1,3,10.3,0,0.3,2022-07-21,1
107,Teresa Simões,016301597,(351) 939 701 800,"R. Francisco Oliveira, 71, 4831-639 Alcobaça",1,2,13.5,0,0.355,2024-03-02,1
108,Kyara Correia,224228483,+351936133837,"Av das Antas, 44, 5634-956 Montijo",1,4,16.5,0,0.09,2023-02-04,1
109,Alexandra Vieira-Campos,927668098,912 153 945,"Travessa Esteves, 6, 4118-626 Sintra",1,1,90.0,0,0.221,2024-01-24,1
110,Benedita Andrade,601804033,(351) 910 557 247,"Largo de Nascimento, 45, 7449-182 Aveiro",1,1,1.0,0,0.367,2022-06-03,1
111,Isabela Amorim,801537358,(351) 933 632 000,"Travessa Nogueira, 2, 6986-259 Maia",1,1,9.0,0,0.279,2023-12-14,1
112,Hugo Pinto,715544605,+351271223048,"Largo Cardoso, S/N, 2000-095 Barreiro",1,1,10.0,0,0.136,2023-07-19,1
113,Lorena Soares,260967462,+351932994957,"Av das Olaias, S/N, 1159-627 Amadora",1,1,90.0,0,0.276,2022-05-16,1
114,Lourenço Campos,053649911,+351961961975,"R. de Fonseca, 27, 5092-595 Caniço",1,1,12.0,0,0.21,2024-07-07,1
115,Sofia Miranda,285672850,(351) 917 142 867,"R. de Esteves, 1, 1944-823 Covilhã",1,3,15.7,1,0.255,2022-11-15,1
116,Gustavo Costa-Domingues,155383077,(351) 933704202,"Largo Alfredo Keil, 77, 1571-492 Portalegre",1,5,30.8,1,0.46,2022-03-14,1
117,Luciana Pinho-Teixeira,582126264,(351) 913 758 036,"Travessa Pupilos do Exército, 28, 8826-906 Vila do Conde",1,1,14.0,0,0.173,2024-05-17,1
118,Daniel Baptista,956784460,226595426,"Av Dinis Ferreira, 13, 1334-185 Braga",1,1,9.0,0,0.186,2024-04-08,1
119,Henrique de Assunção,907519919,+351960083102,"Rua Pires, 92, 8332-379 Maia",1,1,12.0,0,0.122,2022-09-09,1
120,Emma Moura,775512944,932485381,"Alameda de S. Macário, 667, 2791-569 Esmoriz",0,4,5.2,1,0.527,2023-04-11,1
121,Nelson Mendes,492531649,(351) 910 715 868,"Alameda de Moreira, 44, 8465-173 Caniço",1,3,14.7,0,0.296,2023-06-15,1
122,Rafaela Ribeiro,838597477,(351) 917 245 740,"R. Luís Mota, S/N, 1948-765 Felgueiras",1,0,,0,0.134,2023-05-30,1
123,Márcio Cardoso,659070554,(351) 927 264 603,"Avenida das Naus, S/N, 3024-624 Póvoa de Varzim",1,0,,0,0.115,2023-09-24,1
124,Alice Pinho,434368771,932250175,"Avenida do Sapal, S/N, 1834-557 Chaves",1,3,31.3,0,0.262,2022-02-17,1
125,Alexandra Santos-Pinto,692209490,927493221,"R. de Barbosa, 35, 6464-553 Loulé",1,2,51.5,0,0.149,2024-04-07,1
126,Íris Domingues,341535977,(351) 916 463 391,"Travessa Afonso de Albuquerque, 14, 3375-501 Vila Real",1,5,44.2,1,0.457,2022-09-07,1
127,Rita Vaz,001154773,(351) 918267633,"Travessa de Barbosa, 33, 6107-811 Oliveira de Azeméis",1,1,6.0,1,0.701,2023-03-13,1
128,Wilson Fernandes,943148722,(351) 926 399 289,"Largo de Ferreira, 6, 6039-797 Lagos",1,2,45.5,0,0.117,2022-08-03,1
129,Helena da Oliveira,578564135,(351) 247803025,"Largo Escuro, 19, 8374-222 Quarteira",1,5,26.6,1,0.517,2022-12-13,1
130,Martim Martins,741685573,(351) 960 950 562,"Praça de Torres, 80, 2241-230 Alcácer do Sal",1,1,12.0,0,0.4,2023-07-14,1
131,Filipe Moura,523285558,(351) 229 834 442,"Av das Naus, S/N, 6578-178 Paredes",0,0,,0,0.339,2022-06-22,1
132,Helena de Costa,957947581,(351) 916879661,"Travessa de Abreu, 3, 1947-425 Barreiro",1,3,7.3,0,0.31,2022-11-23,1
133,Ana Melo,602841362,(351) 936870155,"R. de Alves, S/N, 1636-583 Montemor-o-Novo",1,4,21.8,1,0.337,2023-05-16,1
134,Caetana Marques,470407146,+351200161285,"Avenida Jaime Andrade, 21, 5722-897 Bragança",1,2,18.0,0,0.106,2023-10-23,1
135,Brian Campos,714797341,(351) 922645989,"Av de Correia, S/N, 9753-134 Seixal",1,2,18.5,0,0.191,2022-08-12,1
136,Kévim Azevedo,595083745,(351) 930673571,"Travessa Martins, 6, 1701-464 Barreiro",1,1,1.0,0,0.232,2024-05-21,1
137,Ema Abreu,601703961,931097983,"Praça de Antunes, 584, 2277-594 Torres Novas",0,2,12.0,1,0.575,2024-05-08,1
138,Eduarda Matias-Simões,759001706,(351) 968 193 282,"Praça Paulo Ferreira, S/N, 1468-368 Tomar",1,0,,0,0.308,2023-04-12,1
139,Iara-Maria Gaspar,490786928,(351) 965266734,"Travessa de Coelho, 26, 5223-541 Figueira da Foz",1,2,45.5,0,0.022,2023-01-02,1
140,Martim Pereira,162159389,(351) 913140703,"Alameda Leonardo Simões, 744, 1154-395 Vale de Cambra",1,2,12.0,0,0.377,2024-02-14,1
141,Hugo Reis,635367355,+351281172117,"Travessa Neto, 8, 6452-444 Marco de Canaveses",1,2,19.0,0,0.376,2023-04-16,1
142,Isabel Barbosa,960707228,(351) 967395341,"Rua Rodrigues, 13, 6698-989 Trancoso",1,5,15.0,1,0.362,2022-07-15,1
143,Bianca Vieira-Marques,413351390,915 648 234,"Largo Álvaro Almeida, S/N, 2112-973 Alcácer do Sal",0,3,9.3,1,0.498,2023-05-27,1
144,Sérgio Teixeira,309742749,(351) 969 100 211,"Travessa Kevin Alves, 278, 1796-918 Amarante",1,3,15.7,1,0.209,2023-01-20,1
145,Fabiana de Simões,635796714,+351939296238,"Travessa Gaspar, 67, 2884-503 Vila Real",1,4,13.5,0,0.107,2023-01-08,1
146,Irina Pereira,030073565,914 664 805,"Travessa Francisca Gomes, 729, 5161-945 Amora",1,4,19.0,1,0.244,2022-08-24,1
147,Emília Teixeira-Baptista,260825263,(351) 968 673 346,"Alameda Artur Monteiro, 74, 3535-300 Portimão",1,3,38.7,0,0.086,2022-05-07,1
148,Camila Campos,794128866,+351967424425,"R. do Penalva, 11, 6137-541 Montijo",1,1,20.0,0,0.137,2024-03-12,1
149,Daniela Oliveira,112232142,+351965081241,"Largo do Preto, 288, 9390-721 Penafiel",1,3,13.0,0,0.115,2022-06-06,1
150,Laura Ramos,261197892,+351917532973,"R. Oliveira, 6, 8978-792 Ourém",1,3,5.7,0,0.018,2023-06-03,1
151,Vera-Andreia Mota,946574465,+351291540893,"Praça de Teixeira, 515, 7669-931 Vale de Cambra",1,3,18.0,0,0.249,2022-05-27,1
152,Gil da Abreu,255441181,(351) 968 063 659,"Av Castro, 136, 7904-507 Silves",1,2,11.0,0,0.137,2022-08-17,1
153,Bernardo Gonçalves,851367380,(351) 934 212 000,"R. de Araújo, 880, 5341-565 Marinha Grande",1,2,21.5,1,0.392,2024-06-21,1
154,Joana Matias-Oliveira,203881937,(351) 917169637,"R. Vieira, 173, 2778-467 Sines",1,1,7.0,0,0.285,2022-11-20,1
155,Leonardo Pinho,684184714,+351245386052,"R. Abreu, 47, 6184-739 Paços de Ferreira",1,0,,0,0.08,2023-01-15,1
156,Lucas Magalhães,220148333,(351) 294 100 699,"Rua Costa, 56, 9672-097 Reguengos de Monsaraz",1,4,23.5,1,0.225,2024-01-17,1
157,Flor Rodrigues,011272836,(351) 223 126 981,"Avenida Alexandre Cardoso, 4, 1973-951 Silves",0,2,26.5,1,0.605,2024-02-05,1
158,Gaspar Henriques,087647709,(351) 261316412,"Rua dos Corvos, 10, 2159-238 Marinha Grande",0,0,,0,0.012,2024-11-07,1
159,Daniel Carneiro,676183762,(351) 969 168 789,"Avenida do Almirante Gago Coutinho, 306, 4714-890 Santana",1,2,55.5,0,0.212,2024-05-23,1
160,Ema Domingues,507671621,(351) 248563830,"Travessa de Branco, 34, 9708-426 Matosinhos",1,1,7.0,0,0.244,2024-05-20,1
161,Mia Cunha,048886804,922940229,"Praça de Moura, S/N, 6793-350 Viana do Castelo",1,3,8.3,0,0.166,2023-05-28,1
162,Salvador Gonçalves,693032645,932774673,"Largo de S. João da Foz, 511, 2864-775 Agualva-Cacém",1,2,9.0,0,0.241,2024-01-17,1
163,Mauro de Pinheiro,496741991,+351966277985,"Rua dos Cruzados, 6, 9182-126 Oliveira do Hospital",1,3,40.3,1,0.35,2023-11-07,1
164,Paulo Faria,539064909,(351) 230092044,"Alameda de Carneiro, 69, 5002-062 Almeirim",1,3,10.3,1,0.402,2022-08-22,1
165,Gabriel Monteiro,703425197,(351) 964520615,"R. de Jesus, 987, 8682-285 Esposende",1,3,14.3,1,0.512,2024-03-31,1
166,Patrícia Valente,181589136,921 134 572,"Alameda Alves, 617, 2216-405 Seia",1,1,14.0,0,0.287,2023-07-14,1
167,Patrícia-Flor Ribeiro,296707421,(351) 270316102,"Rua de Rocha, 51, 2648-903 Caniço",1,4,6.8,0,0.34,2024-01-09,1
168,Fabiana-Tatiana Teixeira,319362526,+351913512284,"Travessa Enzo Maia, 136, 3171-043 Esmoriz",1,3,14.7,1,0.521,2023-02-16,1
169,Inês Campos-Lopes,221690887,(351) 939 751 286,"Av Tomé Batista, 750, 5585-415 Loulé",1,3,5.3,0,0.226,2023-03-01,1
170,Emma Sousa,480293358,+351919064717,"Av de Guerreiro, 48, 7714-931 Amadora",1,3,39.0,1,0.466,2023-09-28,1
171,Catarina Figueiredo,843910657,(351) 927 723 152,"Travessa de Silva, 342, 2228-968 Lamego",1,1,9.0,0,0.027,2024-02-06,1
172,Diogo Brito,517454693,(351) 964 195 158,"Travessa de Leite, 4, 7417-880 Bragança",1,3,18.0,1,0.398,2022-06-01,1
173,Márcio Sá,510214012,934 794 395,"Avenida Pinho, 75, 1190-786 Cantanhede",1,0,,0,0.055,2022-05-18,1
174,Constança da Lourenço,331955897,+351932176770,"Largo Ariana Pereira, 110, 1791-231 Ourém",1,1,47.0,0,0.387,2023-12-20,1
175,Tiago Pereira,035971771,(351) 933715462,"Largo de Colares, 5, 7253-043 Valbom",1,5,26.0,1,0.461,2022-10-29,1
176,Emanuel Barbosa,030568709,+351287271357,"Alameda do Adamastor, S/N, 8452-825 Vila Nova de Gaia",1,3,21.3,2,0.713,2022-08-21,1
177,Eva Andrade,246051648,(351) 926 075 809,"Alameda Mélanie Ribeiro, 2, 2999-285 Vila Nova de Gaia",1,0,,0,0.083,2022-06-30,1
178,Madalena-Bruna Simões,895337684,917 038 632,"Av de Garcia, 7, 2188-749 Chaves",1,5,12.2,3,0.689,2022-09-06,1
179,Beatriz Henriques,876776006,917 609 959,"Travessa da Boa Viagem, 69, 3508-146 Valongo",1,1,16.0,1,0.869,2023-09-14,1
180,Jéssica Andrade-Rocha,459731730,913915163,"Avenida República Argentina, 109, 8061-489 São João da Madeira",1,1,26.0,0,0.342,2024-11-13,1
181,Gaspar do Araújo,249675745,963868289,"R. de S. Brás, 8, 1381-647 Ovar",1,5,25.4,1,0.232,2023-01-08,1
182,Mara Amorim,048480947,(351) 933045086,"Alameda Padre Álvaro Proença, 61, 8537-012 Montijo",1,2,16.0,0,0.002,2023-04-12,1
183,Erica Gaspar,318156054,(351) 962224412,"Avenida Silva Porto, 46, 5025-788 Santo Tirso",1,1,1.0,0,0.127,2024-11-06,1
184,Valentim Barros,079959476,935032168,"Travessa Soares, 74, 3052-509 Santa Comba Dão",1,6,7.3,1,0.314,2022-09-16,1
185,Flor Rocha,110797647,(351) 913197330,"Largo de Rodrigues, 16, 2509-384 Odivelas",1,1,1.0,0,0.145,2023-01-19,1
186,Frederico Magalhães,565728972,(351) 914433921,"Alameda de Baptista, 701, 5576-425 São Mamede de Infesta",1,0,,0,0.033,2023-05-11,1
187,Ariana Guerreiro,934854039,(351) 922 258 157,"R. de Rodrigues, 54, 1904-670 Póvoa de Varzim",0,3,36.3,0,0.345,2024-03-17,1
188,Mariana Araújo,846856066,+351939220382,"Rua de Azevedo, 1, 1104-671 Gandra",1,1,25.0,1,0.743,2023-07-31,1
189,Noa Faria,926138268,+351916609077,"Alameda dos Fenícios, 26, 2236-811 Serpa",1,3,9.0,1,0.487,2023-09-25,1
