customer_id,first_name,last_name,city,country,customer_segment,registration_date
38,Inês,García,Leiria,PT,third_trimester,2021-01-23
39,Teresa,Sánchez,Zaragoza,ES,second_trimester,2021-02-09
40,Laura,López,Porto,PT,first_trimester,2022-09-05
41,Laura,López,Évora,PT,first_trimester,2022-06-07
42,Maria,Costa,Évora,PT,postpartum,2021-10-02
43,Beatriz,Sousa,Leiria,PT,third_trimester,2021-05-11
44,Sara,Silva,Sevilla,ES,postpartum,2021-02-06
45,Patricia,Jesus,Madrid,ES,third_trimester,2022-07-14
46,Cristina,Martins,Faro,PT,second_trimester,2021-12-08
47,Carmen,Martínez,Aveiro,PT,postpartum,2022-02-15
48,Carla,García,Leiria,PT,second_trimester,2022-01-26
49,Susana,Sánchez,Alicante,ES,postpartum,2022-07-28
50,Diana,Costa,Aveiro,PT,second_trimester,2022-02-04
51,Laura,Silva,Lisboa,PT,third_trimester,2022-11-27
52,Sara,Ferreira,Madrid,ES,second_trimester,2021-10-14
53,Raquel,García,Porto,PT,second_trimester,2021-07-08
54,Laura,López,Madrid,ES,postpartum,2022-11-21
55,Laura,Rodrigues,Faro,PT,first_trimester,2022-08-15
56,Patricia,González,Barcelona,ES,second_trimester,2022-01-28
57,Marta,Monteiro,Zaragoza,ES,postpartum,2022-06-20
58,Sara,López,Coimbra,PT,postpartum,2022-10-07
59,Mónica,Jesus,Sevilla,ES,second_trimester,2021-12-30
60,Diana,Carvalho,Sevilla,ES,first_trimester,2022-01-12
61,Vera,Almeida,Madrid,ES,second_trimester,2022-08-20
62,Mónica,Ferreira,Faro,PT,third_trimester,2022-07-25
63,Joana,Almeida,Lisboa,PT,second_trimester,2022-05-31
64,Marta,Monteiro,Porto,PT,third_trimester,2021-05-16
65,Sara,Santos,Bilbao,ES,second_trimester,2021-06-28
66,Filipa,Jesus,Aveiro,PT,postpartum,2021-07-11
67,Teresa,Pereira,Bilbao,ES,postpartum,2021-06-30
68,Elena,Martínez,Faro,PT,second_trimester,2021-08-23
69,Vera,Pereira,Aveiro,PT,first_trimester,2021-06-18
70,Mariana,Costa,Sevilla,ES,first_trimester,2021-02-04
71,Nuria,Santos,Leiria,PT,second_trimester,2022-12-13
72,Marta,Jesus,Bilbao,ES,postpartum,2022-07-29
73,Maria,Oliveira,Porto,PT,third_trimester,2021-12-29
74,Lucia,González,Málaga,ES,third_trimester,2021-06-04
75,Sofia,Sousa,Braga,PT,first_trimester,2021-08-15
76,Marta,López,Aveiro,PT,postpartum,2021-09-11
77,Raquel,Oliveira,Braga,PT,second_trimester,2022-06-07
78,Laura,Oliveira,Sevilla,ES,postpartum,2021-06-08
79,Beatriz,Martins,Faro,PT,second_trimester,2021-11-21
80,Carmen,Pereira,Faro,PT,third_trimester,2021-11-12
81,Filipa,Santos,Funchal,PT,third_trimester,2021-02-14
82,Susana,González,Évora,PT,postpartum,2021-05-09
83,Beatriz,Ramos,Bilbao,ES,postpartum,2022-12-20
84,Lucia,López,Aveiro,PT,second_trimester,2022-04-29
85,Carmen,Ferreira,Braga,PT,second_trimester,2021-11-11
86,Joana,Sousa,Leiria,PT,third_trimester,2022-06-12
87,Carmen,Rodrigues,Porto,PT,postpartum,2021-01-20
88,Maria,Monteiro,Funchal,PT,third_trimester,2022-04-22
89,Catarina,Martínez,Faro,PT,second_trimester,2021-11-29
90,Isabel,Almeida,Zaragoza,ES,second_trimester,2022-04-04
91,Nuria,González,Zaragoza,ES,first_trimester,2021-07-13
92,Paula,Carvalho,Bilbao,ES,second_trimester,2021-03-01
93,Lucia,Monteiro,Évora,PT,first_trimester,2021-11-12
94,Teresa,Santos,Funchal,PT,second_trimester,2021-04-17
95,Marta,López,Sevilla,ES,third_trimester,2021-11-15
96,Susana,Rodrigues,Leiria,PT,postpartum,2021-03-24
97,Teresa,Santos,Setúbal,PT,postpartum,2021-10-10
98,Filipa,Carvalho,Bilbao,ES,postpartum,2021-03-24
99,Raquel,Fernández,Lisboa,PT,postpartum,2021-07-23
100,Marta,Oliveira,Porto,PT,first_trimester,2021-06-12
101,Ana,Ferreira,Valencia,ES,third_trimester,2022-04-17
102,Catarina,Ramos,Valencia,ES,second_trimester,2022-10-28
103,Cristina,Sousa,Setúbal,PT,postpartum,2021-02-16
104,Mariana,Monteiro,Coimbra,PT,second_trimester,2022-07-27
105,Patricia,Ferreira,Leiria,PT,third_trimester,2022-12-11
106,Carla,Oliveira,Bilbao,ES,second_trimester,2022-07-02
107,Susana,Sánchez,Lisboa,PT,first_trimester,2021-04-02
108,Carmen,Sánchez,Évora,PT,second_trimester,2022-06-07
109,Carla,Oliveira,Málaga,ES,postpartum,2022-06-22
110,Marta,Oliveira,Setúbal,PT,second_trimester,2021-11-22
111,Mónica,Ramos,Alicante,ES,postpartum,2021-01-19
112,Claudia,Jesus,Leiria,PT,third_trimester,2021-09-07
113,Carmen,Costa,Málaga,ES,postpartum,2022-09-27
114,Catarina,Sánchez,Faro,PT,second_trimester,2021-04-02
115,Diana,López,Barcelona,ES,second_trimester,2022-01-31
116,Sara,Costa,Leiria,PT,second_trimester,2022-09-05
117,Rosa,Santos,Funchal,PT,third_trimester,2021-04-03
118,Mariana,Ramos,Madrid,ES,first_trimester,2021-02-26
119,Catarina,Santos,Barcelona,ES,third_trimester,2022-02-27
120,Beatriz,Ramos,Bilbao,ES,postpartum,2021-02-11
121,Susana,Silva,Setúbal,PT,first_trimester,2021-01-14
122,Rosa,Fernández,Alicante,ES,second_trimester,2021-05-02
123,Ana,Sousa,Braga,PT,postpartum,2022-10-30
124,Susana,Almeida,Braga,PT,second_trimester,2021-06-01
125,Elena,Silva,Leiria,PT,second_trimester,2022-05-14
126,Mariana,Fernández,Porto,PT,postpartum,2021-10-23
127,Marta,Rodrigues,Valencia,ES,second_trimester,2021-02-10
128,Claudia,González,Barcelona,ES,postpartum,2021-05-24
129,Nuria,Pereira,Lisboa,PT,second_trimester,2022-12-08
130,Inês,Sánchez,Leiria,PT,second_trimester,2022-08-21
131,Mónica,Fernández,Coimbra,PT,postpartum,2021-11-06
132,Raquel,Monteiro,Barcelona,ES,first_trimester,2021-03-05
133,Inês,García,Évora,PT,first_trimester,2021-06-17
134,Patricia,Sánchez,Braga,PT,postpartum,2021-05-06
135,Raquel,Sánchez,Málaga,ES,second_trimester,2021-04-30
136,Carla,González,Valencia,ES,third_trimester,2021-06-15
137,Beatriz,Monteiro,Coimbra,PT,third_trimester,2022-07-24
138,Sofia,Costa,Lisboa,PT,first_trimester,2021-11-16
139,Beatriz,López,Leiria,PT,third_trimester,2022-11-18
140,Filipa,Monteiro,Funchal,PT,second_trimester,2021-02-19
141,Cristina,Pereira,Barcelona,ES,second_trimester,2021-01-21
142,Elena,Martínez,Braga,PT,second_trimester,2022-10-18
143,Carmen,Sousa,Barcelona,ES,postpartum,2021-03-20
144,Diana,Oliveira,Coimbra,PT,second_trimester,2021-01-06
145,Sara,García,Barcelona,ES,third_trimester,2021-06-22
146,Filipa,Sousa,Lisboa,PT,second_trimester,2022-12-15
147,Sofia,Jesus,Leiria,PT,second_trimester,2021-07-18
148,Laura,López,Évora,PT,postpartum,2022-01-11
149,Cristina,Jesus,Sevilla,ES,first_trimester,2021-07-25
150,Nuria,López,Málaga,ES,second_trimester,2022-11-09
151,Mónica,Fernández,Funchal,PT,third_trimester,2022-03-23
152,Rita,Ferreira,Braga,PT,second_trimester,2021-04-04
153,Elena,Almeida,Barcelona,ES,third_trimester,2021-11-12
154,Maria,Monteiro,Zaragoza,ES,third_trimester,2021-07-01
155,Joana,Monteiro,Aveiro,PT,postpartum,2022-04-15
156,Sara,Carvalho,Zaragoza,ES,second_trimester,2021-05-21
157,Susana,Martins,Leiria,PT,second_trimester,2022-05-19
158,Cristina,Rodrigues,Funchal,PT,first_trimester,2021-05-26
159,Claudia,Rodrigues,Barcelona,ES,first_trimester,2021-07-16
160,Joana,Costa,Lisboa,PT,second_trimester,2021-11-18
161,Ana,Fernández,Évora,PT,first_trimester,2022-09-25
162,Carla,Sánchez,Zaragoza,ES,postpartum,2021-02-10
163,Catarina,Santos,Lisboa,PT,postpartum,2021-12-21
164,Nuria,Jesus,Alicante,ES,third_trimester,2021-01-01
165,Carla,Oliveira,Faro,PT,second_trimester,2021-06-08
166,Rosa,Carvalho,Évora,PT,second_trimester,2022-11-14
167,Joana,Jesus,Leiria,PT,third_trimester,2022-11-10
168,Maria,López,Porto,PT,third_trimester,2021-05-01
169,Mariana,Oliveira,Évora,PT,second_trimester,2022-01-13
170,Marta,Jesus,Sevilla,ES,postpartum,2021-03-21
171,Inês,Costa,Madrid,ES,third_trimester,2021-07-31
172,Carmen,Jesus,Barcelona,ES,first_trimester,2022-10-14
173,Rita,Pereira,Évora,PT,third_trimester,2021-06-11
174,Isabel,Sousa,Madrid,ES,first_trimester,2022-04-09
175,Laura,Santos,Alicante,ES,first_trimester,2022-12-06
176,Carla,Ferreira,Barcelona,ES,third_trimester,2022-08-26
177,Sofia,Monteiro,Madrid,ES,third_trimester,2021-02-02
178,Susana,Sousa,Faro,PT,second_trimester,2021-03-26
179,Patricia,Martins,Leiria,PT,postpartum,2021-02-28
180,Mónica,Martínez,Málaga,ES,postpartum,2022-08-01
181,Beatriz,Ferreira,Lisboa,PT,second_trimester,2022-11-18
182,Rosa,Costa,Valencia,ES,postpartum,2021-07-19
183,Maria,Martins,Funchal,PT,first_trimester,2021-04-15
184,Carla,Costa,Coimbra,PT,second_trimester,2022-03-14
185,Catarina,Ramos,Porto,PT,first_trimester,2021-12-31
186,Filipa,Ferreira,Madrid,ES,second_trimester,2021-06-03
187,Claudia,Carvalho,Valencia,ES,second_trimester,2021-06-05
188,Carmen,González,Faro,PT,third_trimester,2022-04-03
189,Mónica,Martins,Málaga,ES,postpartum,2022-01-02
190,Claudia,Monteiro,Coimbra,PT,second_trimester,2022-05-04
191,Rosa,Sánchez,Bilbao,ES,second_trimester,2022-09-17
192,Nuria,López,Porto,PT,third_trimester,2021-01-12
193,Claudia,Jesus,Leiria,PT,postpartum,2021-07-20
194,Carla,Costa,Évora,PT,second_trimester,2022-09-25
195,Vera,Martínez,Lisboa,PT,first_trimester,2022-05-27
196,Elena,Almeida,Leiria,PT,second_trimester,2021-12-13
197,Marta,López,Porto,PT,second_trimester,2022-09-12
198,Nuria,Jesus,Madrid,ES,postpartum,2022-08-31
199,Catarina,Ferreira,Alicante,ES,second_trimester,2022-11-01
200,Mariana,Fernández,Leiria,PT,first_trimester,2021-03-19
201,Marta,Sánchez,Braga,PT,second_trimester,2021-06-03
202,Patricia,Monteiro,Valencia,ES,second_trimester,2021-09-18
203,Mónica,Ramos,Funchal,PT,second_trimester,2021-06-27
204,Sofia,Ramos,Málaga,ES,second_trimester,2021-01-16
205,Carmen,Santos,Bilbao,ES,first_trimester,2022-11-22
206,Rita,Rodrigues,Málaga,ES,third_trimester,2021-05-25
207,Cristina,Sousa,Lisboa,PT,second_trimester,2021-05-18
208,Mónica,López,Faro,PT,third_trimester,2021-04-01
209,Rosa,Monteiro,Setúbal,PT,third_trimester,2021-01-26
210,Raquel,Sousa,Málaga,ES,first_trimester,2022-12-24
211,Elena,Almeida,Évora,PT,second_trimester,2021-01-03
212,Elena,Costa,Setúbal,PT,third_trimester,2021-04-21
213,Maria,Ramos,Coimbra,PT,second_trimester,2021-02-26
214,Carla,Carvalho,Valencia,ES,second_trimester,2022-04-11
215,Elena,Costa,Barcelona,ES,first_trimester,2022-06-25
216,Sofia,Jesus,Braga,PT,first_trimester,2021-12-22
217,Marta,Martínez,Alicante,ES,first_trimester,2021-05-07
218,Elena,González,Braga,PT,third_trimester,2022-06-27
219,Nuria,López,Setúbal,PT,second_trimester,2022-11-05
220,Laura,Ferreira,Setúbal,PT,third_trimester,2021-10-25
221,Patricia,Almeida,Porto,PT,postpartum,2021-12-02
222,Lucia,López,Porto,PT,second_trimester,2022-10-07
223,Marta,Martínez,Sevilla,ES,second_trimester,2021-06-03
224,Mónica,Oliveira,Porto,PT,first_trimester,2021-09-20
225,Sara,González,Faro,PT,first_trimester,2021-05-26
226,Diana,Fernández,Aveiro,PT,third_trimester,2022-09-07
227,Rita,Sousa,Braga,PT,third_trimester,2022-11-03
228,Rosa,Monteiro,Sevilla,ES,first_trimester,2021-12-20
229,Sara,Pereira,Coimbra,PT,third_trimester,2021-04-01
230,Marta,González,Barcelona,ES,first_trimester,2021-04-22
231,Teresa,Rodrigues,Málaga,ES,second_trimester,2022-06-01
232,Catarina,Pereira,Leiria,PT,third_trimester,2021-05-09
233,Teresa,Costa,Braga,PT,second_trimester,2022-02-27
234,Laura,Sánchez,Aveiro,PT,postpartum,2022-12-11
235,Rosa,Santos,Barcelona,ES,third_trimester,2022-11-03
236,Filipa,Sánchez,Leiria,PT,first_trimester,2021-10-31
237,Marta,González,Aveiro,PT,first_trimester,2022-02-11
238,Teresa,González,Lisboa,PT,postpartum,2021-01-28
239,Beatriz,Jesus,Porto,PT,postpartum,2022-01-15
240,Elena,Martins,Porto,PT,postpartum,2022-12-18
241,Maria,García,Évora,PT,third_trimester,2022-02-06
242,Catarina,García,Bilbao,ES,third_trimester,2022-03-19
243,Elena,Ramos,Madrid,ES,second_trimester,2022-07-11
244,Sara,Sousa,Porto,PT,second_trimester,2021-03-16
245,Isabel,Ramos,Barcelona,ES,postpartum,2022-12-06
246,Mónica,Santos,Faro,PT,third_trimester,2021-03-02
247,Patricia,Martínez,Faro,PT,third_trimester,2021-12-21
248,Maria,González,Lisboa,PT,postpartum,2021-01-10
249,Cristina,Jesus,Lisboa,PT,postpartum,2022-06-16
250,Joana,Costa,Barcelona,ES,third_trimester,2022-02-26
251,Raquel,González,Málaga,ES,second_trimester,2021-09-20
252,Elena,García,Barcelona,ES,first_trimester,2021-08-19
253,Rita,Pereira,Évora,PT,second_trimester,2022-06-08
254,Ana,Pereira,Aveiro,PT,first_trimester,2021-04-02
255,Vera,Pereira,Sevilla,ES,first_trimester,2022-04-09
256,Ana,Rodrigues,Évora,PT,first_trimester,2022-12-17
257,Claudia,Martins,Madrid,ES,second_trimester,2022-11-04
258,Inês,García,Madrid,ES,second_trimester,2022-05-07
259,Teresa,González,Bilbao,ES,second_trimester,2021-07-07
260,Beatriz,Jesus,Évora,PT,postpartum,2022-10-31
261,Carmen,López,Bilbao,ES,postpartum,2021-06-02
262,Carmen,Fernández,Funchal,PT,third_trimester,2021-03-19
263,Sofia,López,Bilbao,ES,second_trimester,2022-06-20
264,Patricia,Ramos,Valencia,ES,third_trimester,2021-03-06
265,Rosa,Sánchez,Aveiro,PT,second_trimester,2021-11-20
266,Susana,Monteiro,Sevilla,ES,postpartum,2022-05-15
267,Sara,Oliveira,Málaga,ES,second_trimester,2022-01-17
268,Lucia,García,Bilbao,ES,second_trimester,2021-02-04
269,Lucia,Rodrigues,Porto,PT,third_trimester,2021-11-07
270,Raquel,Ferreira,Porto,PT,second_trimester,2022-10-10
271,Nuria,Sánchez,Aveiro,PT,third_trimester,2021-04-25
272,Elena,Sousa,Aveiro,PT,second_trimester,2021-05-13
273,Raquel,Costa,Évora,PT,first_trimester,2022-03-28
274,Rosa,Martins,Coimbra,PT,first_trimester,2022-01-22
275,Elena,Martins,Madrid,ES,first_trimester,2022-01-29
276,Marta,Almeida,Málaga,ES,second_trimester,2022-09-07
277,Diana,Ferreira,Valencia,ES,first_trimester,2021-05-20
278,Lucia,Almeida,Leiria,PT,second_trimester,2021-07-13
279,Susana,Almeida,Sevilla,ES,third_trimester,2022-09-14
280,Catarina,Jesus,Porto,PT,third_trimester,2021-11-24
281,Lucia,Martins,Valencia,ES,third_trimester,2022-01-30
282,Isabel,Oliveira,Aveiro,PT,second_trimester,2021-10-24
283,Patricia,Almeida,Leiria,PT,third_trimester,2022-09-03
284,Joana,Costa,Coimbra,PT,second_trimester,2021-10-11
285,Patricia,Rodrigues,Lisboa,PT,postpartum,2021-06-11
286,Sofia,Pereira,Sevilla,ES,third_trimester,2021-01-27
287,Beatriz,Rodrigues,Aveiro,PT,third_trimester,2021-09-12
288,Cristina,López,Bilbao,ES,third_trimester,2022-08-07
289,Marta,Pereira,Valencia,ES,second_trimester,2021-04-24
290,Beatriz,Almeida,Zaragoza,ES,first_trimester,2022-05-09
291,Carmen,Costa,Barcelona,ES,second_trimester,2021-09-24
292,Carla,Rodrigues,Funchal,PT,second_trimester,2021-08-27
293,Marta,Santos,Valencia,ES,third_trimester,2022-10-11
294,Cristina,Rodrigues,Madrid,ES,first_trimester,2022-02-13
295,Nuria,Sousa,Sevilla,ES,third_trimester,2022-01-03
296,Ana,Ramos,Braga,PT,third_trimester,2021-12-20
297,Vera,Martínez,Zaragoza,ES,second_trimester,2021-09-25
298,Cristina,Santos,Bilbao,ES,third_trimester,2022-03-10
299,Joana,López,Faro,PT,second_trimester,2022-08-21
300,Raquel,Silva,Aveiro,PT,postpartum,2022-02-15
301,Claudia,Ramos,Aveiro,PT,third_trimester,2022-05-31
302,Isabel,Sousa,Barcelona,ES,second_trimester,2022-11-19
303,Beatriz,López,Funchal,PT,second_trimester,2022-06-09
304,Patricia,Ferreira,Lisboa,PT,second_trimester,2021-10-08
305,Elena,Santos,Barcelona,ES,second_trimester,2022-11-21
306,Lucia,Fernández,Bilbao,ES,postpartum,2022-10-19
307,Catarina,Silva,Málaga,ES,second_trimester,2021-06-30
308,Isabel,Martins,Valencia,ES,second_trimester,2022-03-07
309,Sofia,Sousa,Lisboa,PT,third_trimester,2022-04-21
310,Elena,García,Leiria,PT,third_trimester,2022-08-13
311,Ana,López,Porto,PT,postpartum,2022-08-20
312,Vera,Jesus,Leiria,PT,second_trimester,2021-11-30
313,Catarina,Ferreira,Alicante,ES,second_trimester,2022-08-03
314,Mariana,Oliveira,Funchal,PT,postpartum,2022-10-18
315,Raquel,Jesus,Aveiro,PT,second_trimester,2022-09-24
316,Marta,Oliveira,Málaga,ES,first_trimester,2022-01-16
317,Ana,Carvalho,Porto,PT,second_trimester,2022-02-22
318,Inês,García,Málaga,ES,second_trimester,2021-08-12
319,Mónica,Martínez,Sevilla,ES,second_trimester,2021-07-23
320,Carmen,Sánchez,Aveiro,PT,second_trimester,2021-04-07
321,Catarina,Martínez,Madrid,ES,second_trimester,2021-02-01
322,Beatriz,Almeida,Barcelona,ES,second_trimester,2021-08-14
323,Sofia,Ramos,Leiria,PT,third_trimester,2022-05-13
324,Paula,Sousa,Leiria,PT,third_trimester,2022-05-10
325,Maria,Almeida,Aveiro,PT,third_trimester,2022-08-14
326,Maria,Martínez,Lisboa,PT,third_trimester,2021-08-10
327,Teresa,Martins,Coimbra,PT,second_trimester,2021-06-28
328,Mariana,Fernández,Évora,PT,second_trimester,2021-06-09
329,Marta,Sánchez,Setúbal,PT,third_trimester,2021-11-16
330,Rita,Costa,Zaragoza,ES,third_trimester,2022-10-11
331,Cristina,Silva,Porto,PT,third_trimester,2021-09-04
332,Diana,Sousa,Aveiro,PT,first_trimester,2021-06-13
333,Carmen,Monteiro,Zaragoza,ES,second_trimester,2022-06-02
334,Laura,Jesus,Sevilla,ES,third_trimester,2021-05-05
335,Mariana,Jesus,Sevilla,ES,third_trimester,2022-06-23
336,Carla,Jesus,Bilbao,ES,first_trimester,2022-06-14
337,Filipa,Oliveira,Évora,PT,postpartum,2021-11-25
338,Ana,Carvalho,Faro,PT,first_trimester,2021-02-16
339,Carla,Martínez,Sevilla,ES,second_trimester,2022-02-02
340,Claudia,Pereira,Málaga,ES,first_trimester,2021-08-28
341,Catarina,Sousa,Zaragoza,ES,second_trimester,2022-08-12
342,Nuria,Silva,Bilbao,ES,third_trimester,2021-02-09
343,Raquel,Sousa,Bilbao,ES,postpartum,2021-07-20
344,Maria,Rodrigues,Zaragoza,ES,second_trimester,2022-09-13
345,Beatriz,Sánchez,Lisboa,PT,second_trimester,2021-03-19
346,Patricia,Almeida,Barcelona,ES,first_trimester,2021-05-18
347,Sofia,Almeida,Funchal,PT,second_trimester,2021-06-10
348,Beatriz,Oliveira,Lisboa,PT,third_trimester,2021-08-20
349,Ana,Pereira,Sevilla,ES,postpartum,2022-01-07
350,Vera,García,Barcelona,ES,postpartum,2022-06-03
351,Nuria,Santos,Málaga,ES,first_trimester,2022-06-30
352,Joana,Martins,Porto,PT,first_trimester,2022-05-09
353,Rosa,Costa,Porto,PT,second_trimester,2022-11-02
354,Elena,Ramos,Coimbra,PT,postpartum,2022-05-05
355,Carla,Jesus,Braga,PT,postpartum,2021-03-30
356,Catarina,Martínez,Coimbra,PT,second_trimester,2022-01-06
357,Cristina,Carvalho,Madrid,ES,first_trimester,2022-10-26
358,Diana,Martins,Évora,PT,first_trimester,2022-06-21
359,Carla,Sousa,Madrid,ES,second_trimester,2022-12-01
360,Maria,Sánchez,Madrid,ES,postpartum,2021-08-18
361,Joana,Santos,Aveiro,PT,second_trimester,2021-03-02
362,Rita,Martins,Leiria,PT,second_trimester,2021-05-12
363,Vera,Pereira,Valencia,ES,postpartum,2021-05-31
364,Lucia,López,Lisboa,PT,first_trimester,2022-11-15
365,Sofia,Monteiro,Coimbra,PT,second_trimester,2021-12-03
366,Carla,Martins,Leiria,PT,third_trimester,2022-10-17
367,Cristina,Carvalho,Aveiro,PT,first_trimester,2021-12-18
368,Rita,Almeida,Sevilla,ES,third_trimester,2021-07-11
369,Joana,García,Zaragoza,ES,first_trimester,2021-12-19
370,Rosa,Fernández,Sevilla,ES,second_trimester,2022-04-19
371,Isabel,García,Alicante,ES,first_trimester,2022-03-26
372,Inês,Fernández,Funchal,PT,second_trimester,2022-02-18
373,Carla,Oliveira,Leiria,PT,first_trimester,2022-06-12
374,Laura,Almeida,Leiria,PT,third_trimester,2021-04-04
375,Carmen,Jesus,Lisboa,PT,second_trimester,2022-07-07
376,Ana,Almeida,Aveiro,PT,first_trimester,2021-02-22
377,Claudia,Sánchez,Porto,PT,second_trimester,2022-10-07
378,Cristina,García,Sevilla,ES,second_trimester,2021-03-09
379,Paula,Fernández,Madrid,ES,second_trimester,2022-05-10
380,Isabel,Monteiro,Évora,PT,postpartum,2022-11-28
381,Marta,González,Coimbra,PT,first_trimester,2022-04-28
382,Diana,García,Valencia,ES,first_trimester,2022-04-15
383,Mónica,Carvalho,Porto,PT,second_trimester,2021-09-16
384,Filipa,Santos,Madrid,ES,second_trimester,2021-09-15
385,Claudia,Sánchez,Coimbra,PT,third_trimester,2021-12-10
386,Rita,Martínez,Coimbra,PT,third_trimester,2022-05-22
387,Patricia,Rodrigues,Bilbao,ES,second_trimester,2022-10-28
388,Beatriz,Rodrigues,Valencia,ES,second_trimester,2021-10-14
389,Beatriz,García,Coimbra,PT,second_trimester,2022-01-25
390,Carla,Santos,Évora,PT,second_trimester,2021-05-02
391,Teresa,Carvalho,Alicante,ES,third_trimester,2021-06-26
392,Laura,Jesus,Zaragoza,ES,third_trimester,2022-08-20
393,Rosa,Pereira,Lisboa,PT,first_trimester,2021-01-30
394,Inês,Ramos,Funchal,PT,second_trimester,2022-08-14
395,Paula,García,Alicante,ES,second_trimester,2022-11-01
396,Diana,Fernández,Alicante,ES,first_trimester,2022-07-27
397,Sofia,Ramos,Alicante,ES,first_trimester,2021-02-27
398,Sara,Costa,Setúbal,PT,second_trimester,2021-12-22
399,Paula,Monteiro,Lisboa,PT,second_trimester,2021-07-19
400,Diana,Sánchez,Bilbao,ES,second_trimester,2021-10-22
401,Mónica,González,Bilbao,ES,second_trimester,2022-07-23
402,Mariana,Ferreira,Évora,PT,second_trimester,2021-06-26
403,Joana,Sousa,Lisboa,PT,first_trimester,2022-03-31
404,Carla,Almeida,Bilbao,ES,second_trimester,2022-10-01
405,Teresa,Santos,Sevilla,ES,first_trimester,2021-11-12
406,Rita,González,Barcelona,ES,first_trimester,2022-01-18
407,Teresa,Silva,Lisboa,PT,first_trimester,2022-11-05
408,Cristina,Monteiro,Faro,PT,second_trimester,2021-08-22
409,Rosa,García,Bilbao,ES,third_trimester,2021-08-23
410,Carla,Jesus,Leiria,PT,second_trimester,2021-02-18
411,Beatriz,Ferreira,Barcelona,ES,third_trimester,2022-06-13
412,Lucia,Pereira,Funchal,PT,first_trimester,2022-07-30
413,Carmen,Martins,Sevilla,ES,third_trimester,2021-03-24
414,Ana,Sánchez,Málaga,ES,second_trimester,2021-03-02
415,Marta,Monteiro,Leiria,PT,third_trimester,2022-11-21
416,Rita,Sousa,Funchal,PT,first_trimester,2022-07-12
417,Carla,Ferreira,Valencia,ES,first_trimester,2022-06-22
418,Diana,Ferreira,Bilbao,ES,third_trimester,2021-07-13
419,Ana,Ramos,Braga,PT,first_trimester,2021-11-20
420,Isabel,Martínez,Valencia,ES,second_trimester,2022-10-12
421,Beatriz,Ramos,Porto,PT,first_trimester,2021-08-18
422,Laura,Jesus,Alicante,ES,first_trimester,2021-12-31
423,Teresa,López,Valencia,ES,postpartum,2021-12-01
424,Laura,López,Aveiro,PT,second_trimester,2022-07-02
425,Inês,García,Coimbra,PT,second_trimester,2021-08-26
426,Diana,Almeida,Málaga,ES,third_trimester,2022-03-09
427,Rita,Silva,Zaragoza,ES,third_trimester,2021-12-22
428,Beatriz,Carvalho,Bilbao,ES,postpartum,2021-07-12
429,Carla,Rodrigues,Barcelona,ES,first_trimester,2021-09-27
430,Beatriz,Rodrigues,Valencia,ES,second_trimester,2021-08-03
